date,day_of_week,hour,meal_period,weather,promo_active,guests,servers_on_shift,kitchen_staff,wait_time_minutes,table_turn_time,avg_ticket,revenue,customer_satisfaction,complaints
2025-05-28,Wednesday,18,Dinner,Sunny,0,39,7,2,19.4,62.3,25.29,743.09,3.4,0
2025-03-02,Sunday,17,Dinner,Cloudy,0,40,6,3,29.7,74.7,30.0,1014.93,3.4,2
2025-02-06,Thursday,21,Dinner,Rainy,0,25,3,2,40.2,87.9,27.15,493.03,2.7,1
2025-02-26,Wednesday,19,Dinner,Sunny,0,53,8,5,22.0,75.9,25.11,1421.43,2.9,1
2025-03-18,Tuesday,17,Dinner,Rainy,0,30,4,4,26.9,77.0,23.82,714.28,2.9,1
2025-01-16,Thursday,21,Dinner,Sunny,0,34,5,4,21.9,75.5,26.02,860.93,4.3,0
2025-06-01,Sunday,13,Lunch,Cloudy,1,42,8,2,21.6,71.2,19.95,929.44,4.2,2
2025-06-10,Tuesday,19,Dinner,Rainy,1,42,6,4,21.0,86.0,20.62,920.85,3.2,1
2025-05-23,Friday,20,Dinner,Sunny,0,50,6,6,14.1,73.5,27.57,1533.96,4.4,2
2025-01-13,Monday,18,Dinner,Sunny,1,39,6,3,30.3,73.9,24.27,914.57,2.2,0
2025-06-14,Saturday,19,Dinner,Sunny,0,45,8,3,18.0,85.7,21.15,762.29,3.6,0
2025-05-15,Thursday,18,Dinner,Sunny,1,59,9,4,31.2,79.0,16.36,900.29,2.0,0
2025-06-28,Saturday,19,Dinner,Sunny,1,59,9,6,22.1,68.3,20.64,1185.58,3.7,1
2025-04-15,Tuesday,13,Lunch,Cloudy,0,25,5,2,14.3,64.5,23.06,515.83,3.5,0
2025-03-18,Tuesday,19,Dinner,Sunny,0,34,6,3,25.0,75.1,22.72,717.87,2.8,0
2025-02-17,Monday,21,Dinner,Sunny,0,30,3,4,18.0,88.5,23.15,779.23,3.6,2
2025-05-02,Friday,14,Lunch,Rainy,1,44,7,4,14.8,80.7,16.93,781.22,4.3,0
2025-02-27,Thursday,17,Dinner,Cloudy,0,37,4,2,26.3,80.2,23.14,876.9,2.3,1
2025-02-06,Thursday,20,Dinner,Sunny,0,35,5,2,30.5,84.9,24.38,1030.48,2.9,2
2025-01-15,Wednesday,21,Dinner,Cloudy,0,42,5,4,16.4,81.0,26.89,1302.18,3.5,0
2025-04-16,Wednesday,19,Dinner,Sunny,1,44,9,3,19.6,72.4,17.9,735.0,3.5,1
2025-05-23,Friday,21,Dinner,Cloudy,0,50,8,4,21.2,81.3,24.07,1164.66,3.0,0
2025-02-04,Tuesday,19,Dinner,Sunny,0,35,5,4,22.6,82.4,21.91,861.66,3.7,1
2025-03-04,Tuesday,17,Dinner,Cloudy,1,43,7,4,16.1,78.5,12.25,469.04,3.9,3
2025-02-22,Saturday,18,Dinner,Rainy,0,34,6,4,20.7,64.1,28.22,738.68,3.5,3
2025-06-15,Sunday,12,Lunch,Sunny,0,30,3,2,23.0,89.6,20.8,469.75,4.1,1
2025-04-26,Saturday,18,Dinner,Sunny,1,57,9,5,26.6,90.9,24.55,1268.94,2.8,2
2025-01-24,Friday,21,Dinner,Sunny,0,43,6,3,29.9,88.5,24.05,1033.71,2.6,2
2025-02-18,Tuesday,11,Lunch,Sunny,0,13,3,2,25.5,87.4,25.54,522.59,3.5,6
2025-03-10,Monday,19,Dinner,Sunny,0,31,6,2,25.6,87.9,24.46,1008.65,2.9,3
2025-06-22,Sunday,11,Lunch,Sunny,0,30,5,2,25.4,80.0,21.64,637.96,3.3,0
2025-01-19,Sunday,14,Lunch,Sunny,0,31,5,3,23.1,83.9,23.04,787.38,3.9,2
2025-05-31,Saturday,21,Dinner,Rainy,1,66,11,4,27.2,79.9,17.74,1220.96,3.4,1
2025-02-25,Tuesday,20,Dinner,Sunny,1,45,8,4,15.6,62.1,17.05,949.48,3.6,1
2025-02-23,Sunday,18,Dinner,Cloudy,0,44,6,3,24.4,80.5,26.67,1234.78,2.2,1
2025-03-19,Wednesday,11,Lunch,Rainy,1,40,5,4,26.7,71.0,15.14,874.37,3.9,1
2025-02-24,Monday,14,Lunch,Sunny,0,40,4,3,23.1,79.6,13.8,577.47,2.5,1
2025-01-31,Friday,20,Dinner,Sunny,1,63,10,6,10.5,71.1,18.76,1013.29,4.1,0
2025-03-04,Tuesday,14,Lunch,Cloudy,0,15,3,2,13.6,75.4,20.19,250.0,4.4,1
2025-04-12,Saturday,14,Lunch,Sunny,0,43,6,5,27.8,65.6,22.25,939.43,3.0,4
2025-05-22,Thursday,18,Dinner,Rainy,0,23,3,2,21.5,70.8,20.93,448.46,3.9,1
2025-03-14,Friday,19,Dinner,Cloudy,1,48,7,3,21.1,73.1,26.31,1181.57,4.3,0
2025-04-30,Wednesday,21,Dinner,Sunny,0,25,3,2,26.4,94.8,29.82,872.24,3.6,0
2025-06-16,Monday,18,Dinner,Sunny,1,47,8,4,15.6,81.5,26.05,1343.6,4.0,1
2025-03-20,Thursday,17,Dinner,Sunny,1,50,8,3,36.4,79.5,18.01,1013.5,1.7,3
2025-04-03,Thursday,21,Dinner,Rainy,0,48,7,4,20.7,79.0,19.78,1131.92,3.3,0
2025-05-08,Thursday,20,Dinner,Sunny,0,31,4,3,21.0,79.4,20.98,1032.14,4.2,0
2025-01-26,Sunday,20,Dinner,Cloudy,0,32,4,2,24.9,94.5,23.4,997.0,3.4,4
2025-03-23,Sunday,14,Lunch,Sunny,0,31,4,2,25.4,80.2,29.62,842.5,2.9,0
2025-04-05,Saturday,18,Dinner,Cloudy,1,59,9,5,35.1,85.7,21.05,1322.57,1.7,4
2025-04-16,Wednesday,11,Lunch,Rainy,0,37,5,2,31.2,92.7,19.02,973.2,1.9,1
2025-05-25,Sunday,14,Lunch,Sunny,0,37,5,2,25.6,88.2,30.84,1115.45,3.4,0
2025-02-07,Friday,11,Lunch,Sunny,0,56,8,5,32.5,87.4,27.41,1511.6,2.8,1
2025-03-08,Saturday,21,Dinner,Sunny,0,55,10,5,15.8,73.9,24.11,1287.1,4.1,1
2025-05-30,Friday,19,Dinner,Sunny,0,53,9,6,18.4,81.5,25.78,1395.06,3.8,1
2025-03-17,Monday,13,Lunch,Rainy,0,20,3,2,17.5,80.8,28.43,728.12,4.1,1
2025-02-20,Thursday,18,Dinner,Sunny,0,20,3,2,18.2,57.4,23.4,349.84,3.5,1
2025-02-28,Friday,19,Dinner,Sunny,0,41,5,3,10.5,69.0,26.68,934.98,4.6,0
2025-05-26,Monday,14,Lunch,Sunny,0,46,5,2,45.4,91.9,27.43,1412.86,1.5,4
2025-05-08,Thursday,21,Dinner,Rainy,1,20,3,2,22.5,73.6,20.54,427.38,2.9,1
2025-06-17,Tuesday,18,Dinner,Cloudy,1,39,7,2,15.5,67.6,20.77,1004.12,4.0,0
2025-03-07,Friday,20,Dinner,Cloudy,0,63,9,5,16.0,80.8,23.15,1406.82,3.3,0
2025-06-14,Saturday,20,Dinner,Rainy,0,58,9,3,20.5,77.3,27.94,1684.7,3.3,1
2025-04-28,Monday,13,Lunch,Rainy,0,36,8,2,25.0,74.0,22.55,816.23,3.3,0
2025-04-01,Tuesday,13,Lunch,Rainy,1,62,10,3,32.8,83.1,23.4,1661.3,2.8,2
2025-02-05,Wednesday,21,Dinner,Sunny,0,33,5,3,19.6,83.0,24.86,826.86,3.3,1
2025-05-06,Tuesday,13,Lunch,Sunny,1,38,6,3,25.1,83.1,20.51,568.73,3.1,0
2025-05-19,Monday,11,Lunch,Cloudy,0,44,8,2,29.8,99.2,25.43,1342.01,3.4,0
2025-05-15,Thursday,11,Lunch,Sunny,0,27,3,2,20.7,71.6,22.96,504.39,3.8,2
2025-01-20,Monday,11,Lunch,Cloudy,0,33,5,2,28.4,87.7,23.87,629.74,2.8,0
2025-01-02,Thursday,19,Dinner,Sunny,0,33,4,3,18.7,78.8,24.65,671.16,3.8,1
2025-02-05,Wednesday,14,Lunch,Sunny,1,31,4,2,18.1,88.6,23.03,615.44,4.2,0
2025-01-18,Saturday,13,Lunch,Cloudy,1,44,8,2,20.5,86.3,22.37,946.5,4.1,1
2025-01-03,Friday,14,Lunch,Sunny,0,61,7,5,27.4,73.6,24.11,1437.04,3.6,2
2025-05-10,Saturday,20,Dinner,Cloudy,1,44,8,5,25.2,88.0,17.69,800.22,3.5,0
2025-04-06,Sunday,11,Lunch,Sunny,0,38,7,3,27.4,80.6,18.28,504.03,3.1,1
2025-06-08,Sunday,20,Dinner,Rainy,0,39,6,3,27.5,81.4,20.9,542.44,3.4,0
2025-06-18,Wednesday,20,Dinner,Sunny,1,35,7,2,16.8,81.1,19.3,614.86,3.6,0
2025-01-05,Sunday,11,Lunch,Rainy,1,38,6,2,18.1,66.6,15.85,904.35,3.4,0
2025-05-17,Saturday,21,Dinner,Sunny,0,41,6,3,19.6,88.6,17.1,767.83,4.0,1
2025-04-16,Wednesday,11,Lunch,Sunny,1,35,4,2,31.0,83.9,12.06,342.6,2.5,3
2025-01-05,Sunday,21,Dinner,Cloudy,1,41,7,4,14.4,87.6,15.9,612.63,4.8,1
2025-03-12,Wednesday,21,Dinner,Sunny,0,31,4,3,23.4,94.5,25.95,707.73,3.5,0
2025-03-15,Saturday,11,Lunch,Sunny,0,36,7,2,26.3,88.2,30.04,900.03,2.5,2
2025-05-09,Friday,19,Dinner,Rainy,0,57,8,3,20.2,79.7,20.73,1492.5,4.4,2
2025-02-15,Saturday,12,Lunch,Sunny,0,44,8,2,33.6,94.0,25.32,974.27,2.7,2
2025-01-25,Saturday,21,Dinner,Rainy,0,36,5,2,21.3,86.5,21.03,826.09,4.4,3
2025-02-08,Saturday,14,Lunch,Sunny,1,52,9,3,22.7,96.5,18.58,809.57,3.7,2
2025-02-19,Wednesday,21,Dinner,Sunny,0,36,5,4,20.3,68.8,25.51,957.12,3.6,0
2025-03-06,Thursday,18,Dinner,Sunny,0,39,6,2,31.1,93.2,27.73,1007.23,2.5,2
2025-03-10,Monday,19,Dinner,Sunny,0,35,6,2,27.7,95.0,20.69,628.66,3.6,2
2025-01-21,Tuesday,18,Dinner,Cloudy,1,38,6,2,29.7,86.4,15.41,624.5,3.0,3
2025-04-14,Monday,20,Dinner,Sunny,0,29,5,3,17.7,64.3,25.33,498.57,3.9,1
2025-05-25,Sunday,14,Lunch,Rainy,0,24,4,4,14.2,75.9,34.0,825.99,4.1,2
2025-06-28,Saturday,14,Lunch,Sunny,0,39,4,2,19.8,79.7,27.85,945.02,3.3,1
2025-03-18,Tuesday,12,Lunch,Sunny,0,37,6,2,20.1,73.0,16.79,694.23,3.9,3
2025-06-17,Tuesday,11,Lunch,Sunny,1,54,9,5,20.4,73.6,16.18,903.01,3.0,1
2025-01-24,Friday,19,Dinner,Sunny,0,43,7,2,25.9,80.8,23.63,655.38,3.3,1
2025-04-08,Tuesday,19,Dinner,Sunny,0,40,8,2,24.6,89.5,25.78,1204.08,3.1,2
2025-05-22,Thursday,20,Dinner,Cloudy,1,35,5,3,28.1,74.8,19.9,795.9,2.8,1
2025-01-15,Wednesday,11,Lunch,Rainy,1,24,5,2,12.8,68.8,23.05,556.2,4.4,0
2025-06-29,Sunday,13,Lunch,Sunny,0,48,7,2,16.6,91.7,28.8,1317.0,4.2,2
2025-01-22,Wednesday,20,Dinner,Sunny,0,21,4,2,24.7,85.2,21.32,437.15,3.1,0
2025-04-22,Tuesday,18,Dinner,Sunny,1,57,10,5,24.4,93.1,24.31,1640.54,3.6,1
2025-05-25,Sunday,12,Lunch,Cloudy,0,58,9,5,19.3,69.5,16.26,1001.58,4.2,2
2025-05-16,Friday,11,Lunch,Cloudy,0,43,7,4,21.2,90.0,29.12,1379.19,3.4,0
2025-02-28,Friday,14,Lunch,Sunny,0,35,4,2,29.9,77.9,24.08,847.23,2.5,6
2025-06-27,Friday,20,Dinner,Sunny,0,34,3,2,29.3,78.1,22.28,831.43,2.9,1
2025-03-11,Tuesday,11,Lunch,Sunny,0,48,7,5,29.2,77.9,18.56,883.0,3.5,2
2025-01-20,Monday,17,Dinner,Cloudy,1,58,10,4,29.9,80.3,20.53,1079.42,3.0,2
2025-05-20,Tuesday,11,Lunch,Cloudy,0,28,3,2,20.8,65.8,29.9,924.12,3.5,2
2025-02-15,Saturday,18,Dinner,Cloudy,0,51,9,2,23.5,65.5,29.95,1474.25,2.9,1
2025-01-05,Sunday,14,Lunch,Sunny,0,42,8,3,19.9,82.4,25.63,1094.28,4.0,1
2025-05-31,Saturday,13,Lunch,Cloudy,0,40,8,2,23.5,79.5,20.59,895.54,3.9,2
2025-04-12,Saturday,12,Lunch,Sunny,0,36,6,3,21.2,78.9,25.37,1013.56,4.0,2
2025-03-18,Tuesday,13,Lunch,Sunny,0,32,3,2,32.0,92.1,21.63,1132.56,3.4,3
2025-05-25,Sunday,14,Lunch,Sunny,0,40,6,3,23.0,71.6,29.35,1211.31,3.4,1
2025-05-26,Monday,19,Dinner,Cloudy,1,30,6,2,18.0,75.4,22.67,250.0,3.9,1
2025-06-23,Monday,21,Dinner,Sunny,1,52,9,4,22.5,81.3,19.78,974.45,3.4,1
2025-03-26,Wednesday,19,Dinner,Sunny,0,28,5,3,14.3,85.4,25.7,585.64,3.9,1
2025-02-05,Wednesday,12,Lunch,Sunny,1,45,6,3,35.5,80.6,18.45,1065.71,1.7,2
2025-05-09,Friday,18,Dinner,Sunny,0,40,6,2,16.8,96.9,17.55,729.22,3.2,1
2025-01-14,Tuesday,12,Lunch,Rainy,0,33,5,2,31.3,91.2,18.01,600.02,3.0,2
2025-04-22,Tuesday,14,Lunch,Rainy,1,53,6,4,34.0,72.6,17.26,841.73,2.6,3
2025-01-20,Monday,18,Dinner,Sunny,1,46,8,4,19.9,81.7,13.73,272.89,4.4,0
2025-06-04,Wednesday,19,Dinner,Sunny,0,37,7,2,19.4,70.8,13.31,513.73,4.1,0
2025-03-25,Tuesday,11,Lunch,Cloudy,0,37,4,2,33.7,84.7,19.54,615.03,3.3,3
2025-06-12,Thursday,17,Dinner,Sunny,0,37,5,4,20.3,83.6,27.34,1012.52,3.2,1
2025-04-26,Saturday,20,Dinner,Rainy,0,45,8,4,16.6,86.5,18.9,939.72,4.9,1
2025-02-28,Friday,18,Dinner,Sunny,0,41,9,3,27.2,73.7,21.58,852.42,4.0,1
2025-05-22,Thursday,19,Dinner,Sunny,1,66,11,6,19.2,76.7,16.47,831.06,3.3,0
2025-04-21,Monday,13,Lunch,Cloudy,0,29,5,2,23.3,84.3,17.21,468.51,3.7,1
2025-06-24,Tuesday,19,Dinner,Rainy,1,33,3,3,25.3,80.4,24.59,1099.66,3.4,0
2025-01-22,Wednesday,17,Dinner,Sunny,1,36,6,2,19.1,67.6,25.63,1078.24,3.7,0
2025-03-05,Wednesday,12,Lunch,Rainy,0,27,5,2,26.4,74.4,19.78,537.1,2.6,1
2025-01-22,Wednesday,17,Dinner,Cloudy,1,49,9,3,31.2,83.1,24.5,978.78,2.7,2
2025-02-09,Sunday,19,Dinner,Sunny,1,40,7,4,14.0,87.9,25.85,915.31,4.5,2
2025-06-12,Thursday,13,Lunch,Cloudy,0,39,5,2,28.6,91.9,24.95,976.17,3.2,1
2025-04-10,Thursday,18,Dinner,Rainy,0,31,5,3,20.6,81.9,22.42,968.52,3.7,2
2025-04-03,Thursday,12,Lunch,Rainy,0,53,8,4,21.6,82.4,24.23,1257.7,3.4,2
2025-01-24,Friday,11,Lunch,Rainy,0,43,7,5,15.1,72.9,20.84,1036.6,3.1,1
2025-03-20,Thursday,20,Dinner,Cloudy,0,20,3,2,16.0,88.0,20.52,268.96,4.5,0
2025-04-03,Thursday,17,Dinner,Rainy,0,40,6,5,23.8,75.8,21.43,1037.82,2.8,1
2025-01-27,Monday,13,Lunch,Rainy,0,35,5,2,27.7,75.9,26.21,767.05,3.3,4
2025-01-23,Thursday,13,Lunch,Rainy,0,30,3,2,19.9,96.6,28.82,1189.2,3.7,1
2025-04-21,Monday,20,Dinner,Sunny,0,40,5,2,33.7,99.7,17.39,889.36,3.1,0
2025-05-23,Friday,21,Dinner,Sunny,0,29,4,2,21.6,79.4,26.35,744.92,3.3,2
2025-05-12,Monday,19,Dinner,Rainy,1,47,9,3,22.8,77.5,13.11,563.3,3.3,1
2025-01-27,Monday,11,Lunch,Sunny,0,36,6,5,20.8,67.6,20.53,770.11,4.1,0
2025-01-23,Thursday,18,Dinner,Cloudy,0,31,5,2,25.6,84.0,21.25,799.65,3.0,2
2025-05-22,Thursday,12,Lunch,Sunny,0,41,5,3,25.2,82.7,23.91,816.75,4.0,3
2025-06-02,Monday,18,Dinner,Cloudy,1,51,9,5,24.0,93.6,23.83,1276.31,2.8,1
2025-04-09,Wednesday,11,Lunch,Rainy,0,40,6,3,23.0,78.5,23.34,905.24,2.8,0
2025-03-16,Sunday,19,Dinner,Rainy,0,22,3,2,23.2,69.0,22.25,554.0,3.3,2
2025-04-10,Thursday,12,Lunch,Rainy,1,15,3,2,19.8,74.4,20.93,310.62,3.7,2
2025-05-24,Saturday,14,Lunch,Sunny,0,61,10,5,28.3,84.6,20.18,1172.54,3.4,3
2025-05-27,Tuesday,21,Dinner,Rainy,0,21,5,2,17.4,80.6,26.43,650.14,3.4,0
2025-02-13,Thursday,19,Dinner,Sunny,0,31,6,3,20.6,74.0,21.44,680.96,3.2,0
2025-02-13,Thursday,13,Lunch,Sunny,0,35,4,3,23.6,77.0,26.81,857.98,3.5,3
2025-03-10,Monday,17,Dinner,Sunny,0,52,9,4,19.8,66.3,24.72,1184.17,3.3,3
2025-03-10,Monday,20,Dinner,Rainy,1,29,4,2,18.0,79.9,19.82,393.35,3.2,1
2025-02-07,Friday,12,Lunch,Rainy,1,28,4,2,22.2,80.1,20.55,805.32,4.1,1
2025-02-12,Wednesday,19,Dinner,Sunny,1,34,5,2,17.2,79.3,21.1,856.4,3.8,0
2025-03-12,Wednesday,19,Dinner,Sunny,1,51,10,4,25.0,84.0,14.2,921.8,3.7,4
2025-03-18,Tuesday,20,Dinner,Cloudy,1,29,4,2,26.4,75.4,18.53,561.34,3.7,1
2025-01-20,Monday,18,Dinner,Sunny,0,40,4,4,30.0,85.1,15.57,638.72,2.7,1
2025-03-06,Thursday,14,Lunch,Cloudy,0,32,5,4,31.4,92.5,21.6,692.29,2.8,1
2025-06-10,Tuesday,20,Dinner,Sunny,1,46,7,4,22.8,92.8,18.91,593.55,3.6,4
2025-06-02,Monday,14,Lunch,Rainy,0,39,7,3,16.6,70.1,25.38,1357.14,3.8,0
2025-04-28,Monday,12,Lunch,Cloudy,0,37,4,3,24.4,79.3,27.18,796.52,2.9,1
2025-02-04,Tuesday,17,Dinner,Rainy,0,28,3,2,24.0,73.8,37.23,1128.66,3.3,0
2025-01-02,Thursday,19,Dinner,Rainy,0,33,6,3,16.5,84.6,26.19,1001.6,4.4,2
2025-03-27,Thursday,19,Dinner,Rainy,0,43,6,3,23.6,80.7,20.78,902.13,3.6,1
2025-03-26,Wednesday,20,Dinner,Sunny,0,31,3,3,26.5,82.2,25.44,836.83,2.9,5
2025-03-27,Thursday,19,Dinner,Rainy,0,27,5,2,20.8,81.8,21.67,747.13,4.1,1
2025-06-16,Monday,13,Lunch,Rainy,0,43,5,2,26.9,82.6,19.23,854.0,2.9,1
2025-03-18,Tuesday,18,Dinner,Cloudy,0,31,4,2,30.4,82.9,20.77,730.74,3.3,2
2025-06-04,Wednesday,14,Lunch,Rainy,1,46,8,5,24.3,86.2,14.18,395.22,3.2,0
2025-05-03,Saturday,18,Dinner,Sunny,1,66,10,5,24.7,92.4,21.95,1417.47,3.4,0
2025-02-15,Saturday,19,Dinner,Cloudy,0,45,7,2,19.2,69.8,23.6,1089.88,4.0,0
2025-03-23,Sunday,17,Dinner,Cloudy,0,35,5,3,32.0,87.4,18.15,656.83,2.6,9
2025-06-27,Friday,20,Dinner,Sunny,0,44,8,3,26.8,93.8,19.74,919.21,3.4,1
2025-05-28,Wednesday,14,Lunch,Sunny,0,25,4,2,20.6,92.8,27.1,745.4,3.5,4
2025-03-25,Tuesday,19,Dinner,Cloudy,0,32,5,2,25.8,81.1,24.58,783.93,2.6,0
2025-03-13,Thursday,19,Dinner,Rainy,1,33,5,3,29.1,88.1,17.97,461.95,2.8,1
2025-04-04,Friday,12,Lunch,Cloudy,0,49,7,4,21.3,60.0,29.53,1598.98,2.8,1
2025-05-25,Sunday,14,Lunch,Sunny,1,50,8,3,33.0,75.3,18.07,950.03,2.7,2
2025-06-01,Sunday,21,Dinner,Sunny,1,41,7,3,26.8,78.0,19.34,902.79,3.5,2
2025-02-16,Sunday,21,Dinner,Rainy,1,48,7,3,18.4,72.8,30.8,1329.57,3.6,1
2025-01-07,Tuesday,20,Dinner,Cloudy,0,37,6,3,23.7,79.6,24.91,621.41,3.2,1
2025-02-23,Sunday,20,Dinner,Sunny,0,27,3,2,27.7,74.2,22.45,843.58,3.3,0
2025-03-16,Sunday,12,Lunch,Sunny,0,39,7,3,18.9,75.4,25.0,648.48,3.9,4
2025-04-15,Tuesday,20,Dinner,Sunny,0,32,5,3,22.1,67.5,23.39,745.73,3.5,5
2025-02-05,Wednesday,17,Dinner,Cloudy,1,60,9,4,24.6,80.1,21.38,1544.5,2.8,1
2025-03-03,Monday,17,Dinner,Rainy,0,21,3,2,16.8,75.8,21.45,317.74,3.9,3
2025-06-18,Wednesday,13,Lunch,Cloudy,0,33,5,3,12.3,82.1,26.14,743.66,3.7,0
2025-04-19,Saturday,19,Dinner,Sunny,1,44,8,3,9.8,80.6,21.62,903.78,4.6,0
2025-01-19,Sunday,20,Dinner,Cloudy,0,39,5,3,24.6,77.0,27.26,933.49,3.4,0
2025-06-03,Tuesday,20,Dinner,Cloudy,0,52,9,4,23.3,79.1,18.9,986.5,2.9,2
2025-05-30,Friday,19,Dinner,Sunny,0,43,7,3,23.3,69.6,26.12,1141.86,3.0,2
2025-05-17,Saturday,21,Dinner,Rainy,0,43,8,4,13.6,75.1,22.33,1127.14,4.5,0
2025-06-27,Friday,19,Dinner,Sunny,0,58,10,6,24.7,75.2,23.51,1320.47,4.0,3
2025-05-20,Tuesday,11,Lunch,Rainy,0,25,4,2,21.7,77.5,22.84,710.11,3.9,1
2025-04-03,Thursday,21,Dinner,Cloudy,1,33,5,2,24.8,77.0,22.57,942.67,2.9,0
2025-06-02,Monday,12,Lunch,Rainy,0,45,8,4,22.3,84.7,23.85,891.85,3.6,4
2025-01-28,Tuesday,14,Lunch,Sunny,0,46,8,3,25.0,71.2,26.15,1258.62,3.4,3
2025-06-18,Wednesday,18,Dinner,Sunny,1,40,6,5,13.2,60.4,25.35,713.47,4.5,0
2025-02-12,Wednesday,11,Lunch,Sunny,0,47,7,2,30.6,90.2,20.7,1164.84,3.5,3
2025-05-25,Sunday,19,Dinner,Cloudy,1,41,6,3,28.6,66.2,18.46,680.08,3.7,2
2025-03-26,Wednesday,19,Dinner,Sunny,0,49,8,5,25.7,81.9,30.34,1430.46,2.8,3
2025-01-28,Tuesday,11,Lunch,Sunny,1,41,6,3,15.6,75.7,24.84,881.39,3.9,1
2025-01-26,Sunday,17,Dinner,Sunny,0,42,8,4,25.1,74.6,21.02,754.38,3.2,0
2025-02-26,Wednesday,21,Dinner,Rainy,0,33,4,2,23.6,86.6,24.02,921.25,2.6,0
2025-05-13,Tuesday,21,Dinner,Cloudy,0,38,6,4,8.3,73.0,21.56,1027.57,4.7,0
2025-05-29,Thursday,14,Lunch,Cloudy,0,30,4,3,24.7,74.6,22.15,558.02,3.4,1
2025-04-25,Friday,18,Dinner,Sunny,1,45,8,3,20.7,82.7,20.39,539.48,3.6,1
2025-04-11,Friday,20,Dinner,Sunny,0,31,4,2,22.5,83.8,23.89,455.43,3.5,0
2025-06-23,Monday,21,Dinner,Rainy,1,24,3,3,24.5,96.9,16.54,287.64,3.2,2
2025-02-08,Saturday,18,Dinner,Sunny,0,72,11,4,24.6,70.1,22.56,1331.81,3.6,1
2025-01-07,Tuesday,20,Dinner,Rainy,0,42,6,4,28.7,75.7,21.76,1049.16,2.5,2
2025-01-27,Monday,17,Dinner,Sunny,0,15,3,2,15.5,76.9,29.2,250.0,3.8,0
2025-04-17,Thursday,12,Lunch,Sunny,1,41,6,3,15.8,68.5,21.44,582.61,3.9,0
2025-01-30,Thursday,13,Lunch,Cloudy,1,51,9,2,36.0,89.6,24.92,1239.43,1.9,1
2025-03-31,Monday,17,Dinner,Rainy,0,38,6,3,20.3,80.2,22.2,985.97,3.9,0
2025-03-29,Saturday,20,Dinner,Cloudy,1,68,12,5,34.0,82.2,21.0,1496.26,3.2,3
2025-02-22,Saturday,21,Dinner,Rainy,0,46,7,3,27.1,74.4,29.78,1062.8,3.8,5
2025-05-04,Sunday,18,Dinner,Rainy,0,19,3,2,26.5,84.6,21.43,541.68,3.0,2
2025-05-02,Friday,12,Lunch,Sunny,1,44,9,2,23.5,81.9,20.26,751.85,4.2,0
2025-04-23,Wednesday,20,Dinner,Sunny,1,34,6,2,30.9,98.9,18.77,578.33,2.8,5
2025-03-23,Sunday,12,Lunch,Rainy,1,24,3,4,17.9,74.3,15.6,257.17,3.6,1
2025-03-18,Tuesday,11,Lunch,Rainy,0,32,6,3,21.5,79.6,21.44,985.5,3.2,2
2025-01-30,Thursday,11,Lunch,Rainy,0,32,5,2,22.9,86.2,17.94,539.03,3.7,0
2025-03-29,Saturday,12,Lunch,Rainy,0,29,4,2,17.8,75.3,12.49,337.77,3.8,0
2025-06-23,Monday,13,Lunch,Sunny,0,37,5,2,28.9,72.4,19.81,748.14,3.7,0
2025-03-04,Tuesday,21,Dinner,Rainy,0,31,5,5,16.2,76.7,29.2,1128.12,3.1,1
2025-02-14,Friday,21,Dinner,Sunny,0,44,8,3,17.0,92.9,25.91,1012.83,3.8,0
2025-02-10,Monday,18,Dinner,Cloudy,1,46,6,4,16.7,78.4,24.76,1232.93,4.0,3
2025-05-24,Saturday,19,Dinner,Sunny,1,58,9,5,35.4,90.5,21.29,1294.29,1.9,2
2025-04-29,Tuesday,14,Lunch,Cloudy,0,27,5,3,21.1,79.7,18.23,641.58,3.7,1
2025-04-14,Monday,13,Lunch,Rainy,1,43,7,3,18.1,74.4,23.3,1198.25,3.2,2
2025-02-17,Monday,19,Dinner,Sunny,0,34,6,2,26.8,75.8,25.75,838.96,3.8,0
2025-04-12,Saturday,11,Lunch,Sunny,0,43,7,4,26.5,90.7,25.88,1162.73,2.7,4
2025-06-07,Saturday,14,Lunch,Cloudy,1,50,6,4,35.0,80.6,15.75,1026.18,2.2,3
2025-04-26,Saturday,19,Dinner,Cloudy,0,58,9,5,23.0,82.3,30.05,1514.95,3.3,3
2025-04-10,Thursday,11,Lunch,Sunny,0,32,7,5,21.1,75.8,23.63,806.4,4.2,1
2025-02-24,Monday,14,Lunch,Sunny,0,34,6,2,23.5,79.4,16.92,661.55,3.8,3
2025-03-13,Thursday,12,Lunch,Cloudy,0,35,4,3,28.2,81.9,22.75,867.95,3.0,0
2025-05-28,Wednesday,12,Lunch,Cloudy,0,40,6,3,22.0,78.3,19.91,588.24,4.0,1
2025-05-18,Sunday,13,Lunch,Rainy,1,26,3,2,27.0,75.4,17.45,250.0,2.9,0
2025-04-04,Friday,18,Dinner,Sunny,0,63,10,5,18.9,73.5,24.33,1528.34,4.4,2
2025-02-20,Thursday,20,Dinner,Cloudy,1,44,6,2,28.3,68.3,22.48,788.66,2.8,3
2025-01-30,Thursday,17,Dinner,Rainy,0,38,6,2,22.8,77.9,18.07,741.72,3.6,2
2025-06-21,Saturday,20,Dinner,Rainy,0,49,9,5,10.3,61.8,20.94,906.67,4.0,0
2025-05-16,Friday,18,Dinner,Rainy,1,39,5,3,20.2,89.9,30.21,1259.84,4.0,1
